area_sqft,floors,building_type,structure_type,wall_material,construction_stage,cement_bags,sand_cubic_meters,steel_kg,bricks_units,aggregates_cubic_meters,estimated_days,estimated_cost_inr
1963,2,Commercial,RCC,Brick,Flooring,785,58.89,5889,15704,98.15,10,196300
1053,1,Residential,Steel Frame,AAC Blocks,Excavation,404,30.33,3033,8087,50.54,5,52650
904,4,Residential,RCC,AAC Blocks,Excavation,289,21.7,2170,5786,36.16,5,45200
762,2,Industrial,Steel Frame,AAC Blocks,Foundation,293,21.95,2195,5852,36.58,15,114300
677,2,Industrial,RCC,AAC Blocks,Framing,217,16.25,1625,4333,27.08,30,270800
3015,5,Industrial,Load Bearing,Brick,Foundation,1146,85.93,8593,22914,143.21,15,452250
4927,2,Residential,Load Bearing,Concrete Blocks,Framing,1685,126.38,12638,33701,210.63,30,1970800
3408,5,Commercial,Load Bearing,AAC Blocks,Flooring,1036,77.7,7770,20721,129.5,10,340800
4364,2,Commercial,Steel Frame,Brick,Framing,2095,157.1,15710,41894,261.84,30,1745600
2247,1,Residential,Load Bearing,AAC Blocks,Plastering,683,51.23,5123,13662,85.39,20,269640
4098,2,Residential,Steel Frame,AAC Blocks,Flooring,1574,118.02,11802,31473,196.7,10,409800
1603,2,Industrial,RCC,Brick,Excavation,641,48.09,4809,12824,80.15,5,80150
2184,4,Commercial,Load Bearing,Brick,Flooring,830,62.24,6224,16598,103.74,10,218400
3659,4,Commercial,Steel Frame,Brick,Flooring,1756,131.72,13172,35126,219.54,10,365900
1871,5,Residential,Steel Frame,Brick,Framing,898,67.36,6736,17962,112.26,30,748400
1010,1,Commercial,Steel Frame,Concrete Blocks,Plastering,436,32.72,3272,8726,54.54,20,121200
3455,2,Industrial,Steel Frame,AAC Blocks,Flooring,1327,99.5,9950,26534,165.84,10,345500
2482,4,Industrial,RCC,AAC Blocks,Foundation,794,59.57,5957,15885,99.28,15,372300
2720,4,Residential,RCC,AAC Blocks,Foundation,870,65.28,6528,17408,108.8,15,408000
1057,3,Residential,Load Bearing,AAC Blocks,Foundation,321,24.1,2410,6427,40.17,15,158550
3118,4,Industrial,Steel Frame,Brick,Foundation,1497,112.25,11225,29933,187.08,15,467700
3117,5,Commercial,Steel Frame,Brick,Plastering,1496,112.21,11221,29923,187.02,20,374040
2777,3,Residential,RCC,Brick,Framing,1111,83.31,8331,22216,138.85,30,1110800
4512,5,Industrial,Steel Frame,AAC Blocks,Framing,1733,129.95,12995,34652,216.58,30,1804800
3780,5,Residential,RCC,Concrete Blocks,Framing,1361,102.06,10206,27216,170.1,30,1512000
2601,3,Residential,Steel Frame,Concrete Blocks,Flooring,1124,84.27,8427,22473,140.45,10,260100
4571,5,Industrial,RCC,AAC Blocks,Foundation,1463,109.7,10970,29254,182.84,15,685650
3322,3,Residential,Steel Frame,AAC Blocks,Framing,1276,95.67,9567,25513,159.46,30,1328800
1206,3,Residential,RCC,Brick,Flooring,482,36.18,3618,9648,60.3,10,120600
2661,2,Industrial,Load Bearing,Brick,Plastering,1011,75.84,7584,20224,126.4,20,319320
4297,5,Commercial,RCC,Brick,Flooring,1719,128.91,12891,34376,214.85,10,429700
2916,1,Industrial,Steel Frame,AAC Blocks,Flooring,1120,83.98,8398,22395,139.97,10,291600
4672,2,Residential,RCC,AAC Blocks,Framing,1495,112.13,11213,29901,186.88,30,1868800
4351,1,Residential,Load Bearing,Brick,Framing,1653,124,12400,33068,206.67,30,1740400
4785,1,Commercial,Load Bearing,Concrete Blocks,Framing,1636,122.74,12274,32729,204.56,30,1914000
2632,3,Commercial,Load Bearing,Concrete Blocks,Flooring,900,67.51,6751,18003,112.52,10,263200
3740,5,Commercial,Steel Frame,Concrete Blocks,Flooring,1616,121.18,12118,32314,201.96,10,374000
2578,1,Residential,Load Bearing,Concrete Blocks,Excavation,882,66.13,6613,17634,110.21,5,128900
3096,2,Industrial,Steel Frame,Brick,Excavation,1486,111.46,11146,29722,185.76,5,154800
4900,4,Commercial,RCC,Concrete Blocks,Foundation,1764,132.3,13230,35280,220.5,15,735000
1890,4,Residential,Load Bearing,Brick,Excavation,718,53.86,5386,14364,89.77,5,94500
1017,1,Residential,Load Bearing,AAC Blocks,Plastering,309,23.19,2319,6183,38.65,20,122040
4916,4,Residential,RCC,Concrete Blocks,Flooring,1770,132.73,13273,35395,221.22,10,491600
1086,3,Industrial,RCC,Concrete Blocks,Foundation,391,29.32,2932,7819,48.87,15,162900
4973,1,Residential,Load Bearing,Brick,Framing,1890,141.73,14173,37795,236.22,30,1989200
1791,1,Residential,Steel Frame,Brick,Excavation,860,64.48,6448,17194,107.46,5,89550
2768,3,Industrial,Load Bearing,Brick,Foundation,1052,78.89,7889,21037,131.48,15,415200
3747,1,Industrial,Load Bearing,Brick,Framing,1424,106.79,10679,28477,177.98,30,1498800
1379,5,Residential,RCC,AAC Blocks,Plastering,441,33.1,3310,8826,55.16,20,165480
2079,4,Industrial,Steel Frame,AAC Blocks,Flooring,798,59.88,5988,15967,99.79,10,207900
4625,4,Commercial,Load Bearing,Concrete Blocks,Flooring,1582,118.63,11863,31635,197.72,10,462500
4269,4,Commercial,RCC,Concrete Blocks,Framing,1537,115.26,11526,30737,192.11,30,1707600
4892,5,Commercial,Load Bearing,AAC Blocks,Framing,1487,111.54,11154,29743,185.9,30,1956800
942,5,Residential,Load Bearing,AAC Blocks,Framing,286,21.48,2148,5727,35.8,30,376800
2607,5,Residential,Load Bearing,Concrete Blocks,Excavation,892,66.87,6687,17832,111.45,5,130350
1651,3,Commercial,Steel Frame,Brick,Framing,792,59.44,5944,15850,99.06,30,660400
4545,3,Industrial,RCC,AAC Blocks,Excavation,1454,109.08,10908,29088,181.8,5,227250
4018,1,Industrial,RCC,AAC Blocks,Excavation,1286,96.43,9643,25715,160.72,5,200900
3394,4,Industrial,RCC,Brick,Foundation,1358,101.82,10182,27152,169.7,15,509100
3171,1,Residential,RCC,Brick,Framing,1268,95.13,9513,25368,158.55,30,1268400
4067,2,Commercial,Load Bearing,Brick,Framing,1545,115.91,11591,30909,193.18,30,1626800
2430,1,Industrial,Load Bearing,Brick,Plastering,923,69.25,6926,18468,115.42,20,291600
2305,4,Commercial,Load Bearing,Concrete Blocks,Framing,788,59.12,5912,15766,98.54,30,922000
1194,2,Industrial,RCC,AAC Blocks,Plastering,382,28.66,2866,7642,47.76,20,143280
3526,3,Industrial,Steel Frame,Concrete Blocks,Framing,1523,114.24,11424,30465,190.4,30,1410400
1299,2,Commercial,Steel Frame,Concrete Blocks,Flooring,561,42.09,4209,11223,70.15,10,129900
1345,5,Residential,Steel Frame,AAC Blocks,Framing,516,38.74,3874,10330,64.56,30,538000
2908,1,Industrial,Load Bearing,Concrete Blocks,Plastering,995,74.59,7459,19891,124.32,20,348960
1438,5,Commercial,RCC,Concrete Blocks,Excavation,518,38.83,3883,10354,64.71,5,71900
1847,3,Industrial,Steel Frame,AAC Blocks,Flooring,709,53.19,5319,14185,88.66,10,184700
3942,5,Industrial,RCC,AAC Blocks,Flooring,1261,94.61,9461,25229,157.68,10,394200
740,2,Industrial,RCC,Brick,Foundation,296,22.2,2220,5920,37,15,111000
2977,2,Industrial,Steel Frame,AAC Blocks,Framing,1143,85.74,8574,22863,142.9,30,1190800
876,4,Residential,RCC,Concrete Blocks,Excavation,315,23.65,2365,6307,39.42,5,43800
1295,1,Residential,RCC,Brick,Plastering,518,38.85,3885,10360,64.75,20,155400
3676,4,Industrial,Steel Frame,Brick,Excavation,1764,132.34,13234,35290,220.56,5,183800
2959,5,Industrial,Load Bearing,Concrete Blocks,Plastering,1012,75.9,7590,20240,126.5,20,355080
3411,5,Industrial,Load Bearing,Brick,Flooring,1296,97.21,9721,25924,162.02,10,341100
1942,3,Industrial,Load Bearing,Brick,Plastering,738,55.35,5535,14759,92.25,20,233040
3066,2,Residential,RCC,AAC Blocks,Flooring,981,73.58,7358,19622,122.64,10,306600
958,3,Industrial,Load Bearing,AAC Blocks,Foundation,291,21.84,2184,5825,36.4,15,143700
1073,2,Residential,RCC,Concrete Blocks,Plastering,386,28.97,2897,7726,48.29,20,128760
769,1,Industrial,Steel Frame,Concrete Blocks,Framing,332,24.92,2492,6644,41.53,30,307600
2344,4,Commercial,RCC,Brick,Plastering,938,70.32,7032,18752,117.2,20,281280
3817,5,Industrial,Steel Frame,Brick,Framing,1832,137.41,13741,36643,229.02,30,1526800
3297,4,Residential,RCC,AAC Blocks,Plastering,1055,79.13,7913,21101,131.88,20,395640
4502,1,Industrial,RCC,AAC Blocks,Foundation,1441,108.05,10805,28813,180.08,15,675300
1519,4,Residential,Load Bearing,Concrete Blocks,Excavation,519,38.96,3896,10390,64.94,5,75950
4204,5,Residential,RCC,Concrete Blocks,Flooring,1513,113.51,11351,30269,189.18,10,420400
4811,5,Commercial,Load Bearing,Concrete Blocks,Excavation,1645,123.4,12340,32907,205.67,5,240550
4261,5,Residential,Steel Frame,AAC Blocks,Flooring,1636,122.72,12272,32724,204.53,10,426100
2263,3,Commercial,Load Bearing,Concrete Blocks,Flooring,774,58.05,5805,15479,96.74,10,226300
1342,5,Residential,Steel Frame,AAC Blocks,Plastering,515,38.65,3865,10307,64.42,20,161040
1346,5,Commercial,Load Bearing,Concrete Blocks,Excavation,460,34.52,3452,9207,57.54,5,67300
2462,2,Residential,Steel Frame,AAC Blocks,Foundation,945,70.91,7091,18908,118.18,15,369300
616,5,Industrial,RCC,Brick,Excavation,246,18.48,1848,4928,30.8,5,30800
3767,1,Industrial,Steel Frame,Concrete Blocks,Plastering,1627,122.05,12205,32547,203.42,20,452040
2488,2,Residential,Load Bearing,AAC Blocks,Flooring,756,56.73,5673,15127,94.54,10,248800
1847,5,Commercial,Steel Frame,Concrete Blocks,Flooring,798,59.84,5984,15958,99.74,10,184700
2709,1,Commercial,Load Bearing,AAC Blocks,Excavation,824,61.77,6177,16471,102.94,5,135450
1641,5,Commercial,Load Bearing,Brick,Framing,624,46.77,4677,12472,77.95,30,656400
2565,2,Industrial,Load Bearing,Concrete Blocks,Plastering,877,65.79,6579,17545,109.65,20,307800
3924,4,Commercial,RCC,Brick,Plastering,1570,117.72,11772,31392,196.2,20,470880
3123,4,Industrial,Load Bearing,Brick,Framing,1187,89.01,8901,23735,148.34,30,1249200
3162,1,Industrial,Load Bearing,AAC Blocks,Plastering,961,72.09,7209,19225,120.16,20,379440
1724,5,Industrial,Load Bearing,Concrete Blocks,Flooring,590,44.22,4422,11792,73.7,10,172400
1597,2,Commercial,Steel Frame,Brick,Flooring,767,57.49,5749,15331,95.82,10,159700
2204,2,Residential,Steel Frame,AAC Blocks,Flooring,846,63.48,6348,16927,105.79,10,220400
1505,5,Industrial,RCC,Concrete Blocks,Framing,542,40.63,4064,10836,67.73,30,602000
2563,1,Residential,RCC,AAC Blocks,Foundation,820,61.51,6151,16403,102.52,15,384450
2519,2,Commercial,Load Bearing,Concrete Blocks,Excavation,861,64.61,6461,17230,107.69,5,125950
585,4,Industrial,Load Bearing,AAC Blocks,Plastering,178,13.34,1334,3557,22.23,20,70200
4947,4,Industrial,Steel Frame,Concrete Blocks,Flooring,2137,160.28,16028,42742,267.14,10,494700
544,3,Industrial,RCC,AAC Blocks,Plastering,174,13.06,1306,3482,21.76,20,65280
2683,1,Industrial,Load Bearing,Concrete Blocks,Excavation,918,68.82,6882,18352,114.7,5,134150
3757,5,Industrial,Steel Frame,Brick,Foundation,1803,135.25,13525,36067,225.42,15,563550
1169,1,Industrial,Load Bearing,Brick,Excavation,444,33.32,3332,8884,55.53,5,58450
1555,4,Commercial,Steel Frame,Brick,Plastering,746,55.98,5598,14928,93.3,20,186600
2926,3,Residential,RCC,Brick,Flooring,1170,87.78,8778,23408,146.3,10,292600
2795,1,Industrial,Steel Frame,AAC Blocks,Plastering,1073,80.5,8050,21466,134.16,20,335400
3755,4,Residential,Steel Frame,Concrete Blocks,Foundation,1622,121.66,12166,32443,202.77,15,563250
3175,4,Commercial,Load Bearing,Concrete Blocks,Foundation,1086,81.44,8144,21717,135.73,15,476250
4728,2,Commercial,RCC,Brick,Excavation,1891,141.84,14184,37824,236.4,5,236400
2874,3,Commercial,RCC,Brick,Foundation,1150,86.22,8622,22992,143.7,15,431100
760,2,Commercial,Load Bearing,AAC Blocks,Flooring,231,17.33,1733,4621,28.88,10,76000
4390,4,Industrial,Load Bearing,AAC Blocks,Framing,1335,100.09,10009,26691,166.82,30,1756000
1014,3,Industrial,Load Bearing,AAC Blocks,Plastering,308,23.12,2312,6165,38.53,20,121680
3455,5,Commercial,Steel Frame,AAC Blocks,Foundation,1327,99.5,9950,26534,165.84,15,518250
4634,1,Residential,Load Bearing,Concrete Blocks,Plastering,1585,118.86,11886,31697,198.1,20,556080
1490,5,Industrial,RCC,Concrete Blocks,Flooring,536,40.23,4023,10728,67.05,10,149000
4853,1,Industrial,RCC,Concrete Blocks,Foundation,1747,131.03,13103,34942,218.39,15,727950
3518,2,Commercial,Steel Frame,Concrete Blocks,Foundation,1520,113.98,11398,30396,189.97,15,527700
4242,2,Commercial,RCC,Brick,Excavation,1697,127.26,12726,33936,212.1,5,212100
4719,4,Commercial,Steel Frame,AAC Blocks,Flooring,1812,135.91,13591,36242,226.51,10,471900
2134,5,Industrial,RCC,AAC Blocks,Plastering,683,51.22,5122,13658,85.36,20,256080
3546,1,Residential,Steel Frame,Brick,Foundation,1702,127.66,12766,34042,212.76,15,531900
3177,4,Commercial,RCC,AAC Blocks,Foundation,1017,76.25,7625,20333,127.08,15,476550
1330,2,Commercial,Steel Frame,Concrete Blocks,Plastering,575,43.09,4309,11491,71.82,20,159600
2702,2,Residential,Load Bearing,Concrete Blocks,Excavation,924,69.31,6931,18482,115.51,5,135100
3942,4,Residential,RCC,AAC Blocks,Framing,1261,94.61,9461,25229,157.68,30,1576800
4376,4,Commercial,Steel Frame,Concrete Blocks,Plastering,1890,141.78,14178,37809,236.3,20,525120
2510,4,Industrial,RCC,AAC Blocks,Excavation,803,60.24,6024,16064,100.4,5,125500
1587,5,Industrial,RCC,AAC Blocks,Plastering,508,38.09,3809,10157,63.48,20,190440
1337,2,Industrial,Steel Frame,AAC Blocks,Excavation,513,38.51,3851,10268,64.18,5,66850
2024,1,Industrial,Steel Frame,AAC Blocks,Framing,777,58.29,5829,15544,97.15,30,809600
3749,2,Commercial,Load Bearing,Brick,Flooring,1425,106.85,10685,28492,178.08,10,374900
1073,4,Commercial,Load Bearing,Concrete Blocks,Flooring,367,27.52,2752,7339,45.87,10,107300
4386,5,Industrial,Load Bearing,Brick,Excavation,1667,125,12500,33334,208.34,5,219300
1368,5,Residential,Steel Frame,Concrete Blocks,Flooring,591,44.32,4432,11820,73.87,10,136800
829,1,Residential,RCC,Concrete Blocks,Foundation,298,22.38,2238,5969,37.31,15,124350
1861,1,Residential,Steel Frame,Concrete Blocks,Plastering,804,60.3,6030,16079,100.49,20,223320
2875,1,Commercial,Steel Frame,AAC Blocks,Plastering,1104,82.8,8280,22080,138,20,345000
4179,5,Commercial,Steel Frame,Brick,Foundation,2006,150.44,15044,40118,250.74,15,626850
4434,4,Industrial,RCC,Concrete Blocks,Foundation,1596,119.72,11972,31925,199.53,15,665100
789,3,Industrial,Steel Frame,Brick,Excavation,379,28.4,2840,7574,47.34,5,39450
4437,3,Industrial,Steel Frame,Brick,Excavation,2130,159.73,15973,42595,266.22,5,221850
2456,3,Residential,RCC,Concrete Blocks,Excavation,884,66.31,6631,17683,110.52,5,122800
3436,5,Industrial,Load Bearing,Brick,Framing,1306,97.93,9793,26114,163.21,30,1374400
1066,4,Residential,Load Bearing,Brick,Plastering,405,30.38,3038,8102,50.64,20,127920
4295,3,Commercial,Load Bearing,Brick,Framing,1632,122.41,12241,32642,204.01,30,1718000
1329,1,Residential,Steel Frame,Concrete Blocks,Flooring,574,43.06,4306,11483,71.77,10,132900
1048,4,Commercial,Steel Frame,Concrete Blocks,Excavation,453,33.96,3396,9055,56.59,5,52400
703,1,Industrial,RCC,AAC Blocks,Framing,225,16.87,1687,4499,28.12,30,281200
4641,4,Residential,RCC,Brick,Plastering,1856,139.23,13923,37128,232.05,20,556920
3767,2,Residential,RCC,Brick,Excavation,1507,113.01,11301,30136,188.35,5,188350
3885,5,Residential,Load Bearing,Brick,Excavation,1476,110.72,11072,29526,184.54,5,194250
3689,2,Commercial,Load Bearing,AAC Blocks,Flooring,1121,84.11,8411,22429,140.18,10,368900
4734,2,Residential,Load Bearing,Concrete Blocks,Excavation,1619,121.43,12143,32381,202.38,5,236700
2394,4,Residential,RCC,Brick,Plastering,958,71.82,7182,19152,119.7,20,287280
1521,1,Industrial,RCC,AAC Blocks,Flooring,487,36.5,3650,9734,60.84,10,152100
4958,4,Industrial,RCC,Brick,Plastering,1983,148.74,14874,39664,247.9,20,594960
1914,3,Residential,RCC,Brick,Framing,766,57.42,5742,15312,95.7,30,765600
1520,4,Commercial,Load Bearing,Concrete Blocks,Plastering,520,38.99,3899,10397,64.98,20,182400
2874,5,Commercial,Steel Frame,Brick,Plastering,1380,103.46,10346,27590,172.44,20,344880
3839,1,Commercial,Steel Frame,Concrete Blocks,Foundation,1658,124.38,12438,33169,207.31,15,575850
1458,2,Residential,Steel Frame,AAC Blocks,Framing,560,41.99,4199,11197,69.98,30,583200
1876,5,Commercial,Steel Frame,Brick,Excavation,900,67.54,6754,18010,112.56,5,93800
1381,2,Commercial,Steel Frame,AAC Blocks,Plastering,530,39.77,3977,10606,66.29,20,165720
4571,5,Residential,Load Bearing,Concrete Blocks,Flooring,1563,117.25,11725,31266,195.41,10,457100
2988,3,Residential,RCC,AAC Blocks,Excavation,956,71.71,7171,19123,119.52,5,149400
660,2,Industrial,RCC,AAC Blocks,Flooring,211,15.84,1584,4224,26.4,10,66000
1899,4,Commercial,Load Bearing,Concrete Blocks,Framing,649,48.71,4871,12989,81.18,30,759600
3989,1,Industrial,Load Bearing,Brick,Foundation,1516,113.69,11369,30316,189.48,15,598350
4178,5,Residential,Steel Frame,AAC Blocks,Framing,1604,120.33,12033,32087,200.54,30,1671200
3610,2,Residential,Steel Frame,Concrete Blocks,Excavation,1560,116.96,11696,31190,194.94,5,180500
2870,3,Commercial,Steel Frame,Concrete Blocks,Excavation,1240,92.99,9299,24797,154.98,5,143500
3448,2,Residential,RCC,Brick,Excavation,1379,103.44,10344,27584,172.4,5,172400
3242,5,Commercial,RCC,Concrete Blocks,Plastering,1167,87.53,8753,23342,145.89,20,389040
4823,1,Commercial,Steel Frame,Brick,Plastering,2315,173.63,17363,46301,289.38,20,578760
3723,3,Industrial,RCC,AAC Blocks,Plastering,1191,89.35,8935,23827,148.92,20,446760
986,1,Commercial,Load Bearing,Brick,Plastering,375,28.1,2810,7494,46.84,20,118320
566,5,Commercial,Steel Frame,Brick,Framing,272,20.38,2038,5434,33.96,30,226400
935,2,Residential,Steel Frame,Concrete Blocks,Framing,404,30.29,3029,8078,50.49,30,374000
777,2,Residential,Steel Frame,AAC Blocks,Foundation,298,22.38,2238,5967,37.3,15,116550
4611,2,Commercial,RCC,Concrete Blocks,Plastering,1660,124.5,12450,33199,207.5,20,553320
3325,2,Commercial,Steel Frame,AAC Blocks,Excavation,1277,95.76,9576,25536,159.6,5,166250
1585,5,Commercial,RCC,Concrete Blocks,Flooring,571,42.8,4280,11412,71.33,10,158500
1328,2,Residential,Load Bearing,Concrete Blocks,Flooring,454,34.06,3406,9084,56.77,10,132800
4422,1,Residential,Steel Frame,AAC Blocks,Excavation,1698,127.35,12735,33961,212.26,5,221100
2111,5,Industrial,Steel Frame,Brick,Framing,1013,76,7600,20266,126.66,30,844400
2286,3,Residential,Load Bearing,AAC Blocks,Excavation,695,52.12,5212,13899,86.87,5,114300
3433,2,Residential,Steel Frame,AAC Blocks,Framing,1318,98.87,9887,26365,164.78,30,1373200
2137,5,Commercial,Steel Frame,Brick,Flooring,1026,76.93,7693,20515,128.22,10,213700
4383,2,Commercial,Load Bearing,AAC Blocks,Foundation,1332,99.93,9993,26649,166.55,15,657450
4649,2,Commercial,Load Bearing,Concrete Blocks,Plastering,1590,119.25,11925,31799,198.74,20,557880
2640,2,Commercial,RCC,AAC Blocks,Plastering,845,63.36,6336,16896,105.6,20,316800
2388,4,Residential,RCC,Concrete Blocks,Plastering,860,64.48,6448,17194,107.46,20,286560
2709,1,Residential,Load Bearing,AAC Blocks,Excavation,824,61.77,6177,16471,102.94,5,135450
3708,5,Residential,Steel Frame,Concrete Blocks,Framing,1602,120.14,12014,32037,200.23,30,1483200
1441,4,Industrial,Steel Frame,Brick,Excavation,692,51.88,5188,13834,86.46,5,72050
1564,2,Residential,RCC,Concrete Blocks,Excavation,563,42.23,4223,11261,70.38,5,78200
4578,1,Commercial,Steel Frame,AAC Blocks,Framing,1758,131.85,13185,35159,219.74,30,1831200
4527,2,Residential,Load Bearing,Brick,Excavation,1720,129.02,12902,34405,215.03,5,226350
2254,3,Residential,RCC,Concrete Blocks,Plastering,811,60.86,6086,16229,101.43,20,270480
1275,3,Industrial,RCC,Brick,Foundation,510,38.25,3825,10200,63.75,15,191250
3150,1,Industrial,RCC,Concrete Blocks,Plastering,1134,85.05,8505,22680,141.75,20,378000
4580,1,Industrial,Load Bearing,Brick,Framing,1740,130.53,13053,34808,217.55,30,1832000
1549,1,Industrial,RCC,Concrete Blocks,Flooring,558,41.82,4182,11153,69.7,10,154900
3242,1,Industrial,RCC,Concrete Blocks,Excavation,1167,87.53,8753,23342,145.89,5,162100
3365,5,Commercial,Load Bearing,AAC Blocks,Framing,1023,76.72,7672,20459,127.87,30,1346000
596,1,Residential,Steel Frame,Brick,Flooring,286,21.46,2146,5722,35.76,10,59600
3146,2,Industrial,Load Bearing,Brick,Foundation,1195,89.66,8966,23910,149.44,15,471900
4552,3,Industrial,Load Bearing,AAC Blocks,Framing,1384,103.79,10379,27676,172.98,30,1820800
1309,1,Residential,Load Bearing,Brick,Framing,497,37.31,3731,9948,62.18,30,523600
2703,5,Residential,Load Bearing,Concrete Blocks,Plastering,924,69.33,6933,18489,115.55,20,324360
4747,2,Residential,RCC,Concrete Blocks,Framing,1709,128.17,12817,34178,213.62,30,1898800
2997,5,Commercial,Steel Frame,Concrete Blocks,Foundation,1295,97.1,9710,25894,161.84,15,449550
1370,1,Industrial,Steel Frame,Concrete Blocks,Foundation,592,44.39,4439,11837,73.98,15,205500
4283,2,Commercial,Load Bearing,AAC Blocks,Plastering,1302,97.65,9765,26041,162.75,20,513960
1722,3,Residential,Steel Frame,Concrete Blocks,Excavation,744,55.79,5579,14878,92.99,5,86100
3003,2,Residential,RCC,Concrete Blocks,Excavation,1081,81.08,8108,21622,135.14,5,150150
2368,1,Industrial,Steel Frame,Brick,Flooring,1137,85.25,8525,22733,142.08,10,236800
1763,3,Industrial,Load Bearing,Concrete Blocks,Excavation,603,45.22,4522,12059,75.37,5,88150
4819,5,Residential,RCC,AAC Blocks,Flooring,1542,115.66,11566,30842,192.76,10,481900
