ProjectType,ProjectSize_sqm,Location,Complexity,NumFloors,StartDate,EndDate,ConstructionCost,MaterialCost,LaborCost,EquipmentCost,PermitCost,ContingencyCost,OverheadCost,NumWorkers,WeatherConditions,PrevProjectCompletionTime,PrevProjectCost,ConstructionLevel
Residential,4189,Rural,2,46,02-08-2018 05:13,25-04-2019 05:13,6645454.806,1564051.101,2465008.759,726888.1872,108581.1412,374836.8309,786191.1409,208,Storm,85,91961721.54,Small
Commercial,3694,Suburban,3,27,19-07-2020 14:46,12-03-2021 14:46,1582846.705,849466.2396,451955.1369,167583.6995,46546.37571,96098.1552,133261.7258,168,Clear,64,43282199.99,Small
Commercial,3970,Urban,3,36,15-09-2020 02:55,06-07-2021 02:55,7419201.18,3203212.246,2967203.951,702813.8819,309426.7528,356367.3933,1177672.03,82,Rain,440,48786140.1,Small
Infrastructure,5138,Rural,5,39,10-04-2021 23:25,17-06-2022 23:25,9918913.907,2749962.658,3123372.441,1230685.838,99128.0246,568126.3042,1918432.835,259,Rain,977,49344004.19,Medium
Industrial,13940,Urban,5,46,16-01-2016 12:50,06-04-2018 12:50,19631117.38,8585546.477,5134942.452,2201577.179,502918.2442,1805703.106,2534552.173,93,Snow,413,81184152.6,Large
Residential,12869,Urban,2,39,17-01-2022 14:04,16-01-2024 14:04,13483398.76,2880726.267,5351425.493,1269908.733,177109.6447,830582.424,1354366.717,293,Windy,384,74640549.89,Large
Commercial,5081,Suburban,5,20,07-10-2016 05:52,30-09-2017 05:52,3821778.685,1309519.611,963330.0079,443475.2681,96025.75888,318169.4047,675304.2822,72,Foggy,182,84994487.86,Medium
Commercial,15314,Urban,2,35,20-04-2017 16:11,31-08-2019 16:11,17137754.97,7966202.24,4518961.683,1920297.945,579342.2286,680012.7742,1886190.936,154,Foggy,628,74377811.78,Large
Infrastructure,4016,Urban,5,8,12-07-2024 02:54,21-03-2025 02:54,5916059.255,1397453.367,924269.9879,744678.6328,46469.47382,195029.8216,704767.4388,298,Windy,97,71037943.23,Small
Infrastructure,19549,Urban,5,7,11-08-2022 11:38,06-06-2025 11:38,9047873.237,2469592.841,2859563.836,467359.3438,73864.22598,413713.4881,1721684.722,48,Clear,84,71914977.62,Large
Commercial,11552,Urban,1,7,09-08-2021 04:54,20-06-2023 04:54,12699639.88,2625999.557,2855849.875,1322696.261,84804.68279,1005494.92,710365.6185,157,Foggy,918,57520671.88,Large
Industrial,3888,Rural,1,36,21-10-2023 06:13,12-08-2024 06:13,8931545.186,2963703.121,3398340.612,724527.142,128721.179,677938.3011,641575.9012,249,Windy,589,27655316.26,Small
Residential,16133,Rural,3,3,25-08-2023 11:24,25-02-2026 11:24,38002957.72,9750399.443,8522592.43,5634856.415,1436042.56,2924311.701,2709176.152,214,Storm,676,85917372.28,Large
Educational,1195,Suburban,1,2,02-09-2022 21:23,19-12-2022 21:23,1831819.269,748304.8193,420566.8989,220915.3161,57323.34322,133618.3388,325898.5362,21,Rain,249,575074.1556,Small
Educational,9239,Rural,4,15,16-05-2024 21:43,13-02-2026 21:43,8480420.85,2919112.102,2347420.312,489066.9598,318744.2956,582469.6004,455559.641,117,Storm,991,95288005.23,Medium
Residential,12774,Urban,4,37,23-01-2016 04:30,05-03-2018 04:30,9127155.212,3072427.323,3565406.398,489211.4709,391919.8268,642929.838,1079160.589,170,Snow,622,65234331.23,Large
Commercial,6517,Rural,1,31,01-02-2016 07:09,22-04-2017 07:09,9626444.317,2252523.418,3490613.053,1247321.916,51554.97808,517924.1583,1123825.628,188,Rain,850,68477945.03,Medium
Industrial,11297,Rural,1,36,19-10-2017 11:17,01-08-2019 11:17,18905887.76,10324720.29,4447589.846,2024032.674,505381.3518,1341806.993,1182337.104,256,Snow,690,16117387.69,Large
Educational,17628,Urban,4,27,25-03-2018 05:35,22-11-2020 05:35,13031917.83,7639730.855,2439393.15,1350236.254,246896.5078,1104682.903,748545.2551,243,Clear,253,44493271.84,Large
Commercial,18576,Rural,2,50,22-07-2023 21:32,06-04-2026 21:32,12597844.85,7364150.911,4152888.153,1451474.797,255855.4157,503031.4579,805206.0687,53,Foggy,223,83475713.07,Large
Infrastructure,19171,Rural,5,19,12-04-2023 21:53,24-02-2026 21:53,45662240.43,22739087.82,7025105.066,3143513.893,317706.3027,4190221.449,6907485.363,89,Storm,576,28360580.2,Large
Infrastructure,19073,Rural,3,34,19-09-2023 08:20,30-06-2026 08:20,42948320.85,22468569.99,15797797.6,5535190.936,1120923.797,1667394.091,5181379.298,20,Rain,219,19546863.06,Large
Commercial,2543,Rural,5,28,02-05-2020 20:33,09-12-2020 20:33,5236859.034,3001753.11,1514766.366,644188.8941,134054.9045,486818.2014,562093.1841,138,Clear,105,82578155.19,Small
Residential,17317,Suburban,4,15,22-08-2023 06:14,27-04-2026 06:14,25094881.79,7464792.391,4372457.315,3086270.186,792484.0238,1771453.286,3393758.116,111,Clear,665,33629579.48,Large
Residential,7251,Rural,2,48,25-06-2020 00:38,27-08-2021 00:38,11177304.1,4707481.27,2500705.264,881591.7652,120372.688,588720.81,1930786.92,102,Foggy,220,92368598.61,Medium
Residential,14099,Urban,1,46,19-11-2020 09:14,23-12-2022 09:14,7440892.294,2403745.812,1300174.611,492003.704,54925.56667,498188.1932,408260.6162,226,Windy,294,98679480.08,Large
Residential,10454,Urban,4,19,14-02-2024 15:56,16-10-2025 15:56,20511103.91,11323811.91,4617418.307,1719455.164,400912.8507,692000.7377,2520391.511,190,Storm,256,20195259.31,Large
Industrial,11967,Suburban,1,14,23-04-2017 20:08,14-01-2019 20:08,19696279.29,7682310.682,3216653.557,2250235.676,958256.4359,1001015.993,3567610.748,98,Foggy,142,34456460.28,Large
Industrial,14660,Suburban,3,26,13-08-2020 23:16,10-09-2022 23:16,32023395.89,16458530.05,10934461.01,3589949.661,1283689.756,1805943.36,1786065.671,77,Clear,376,48728511.85,Large
Infrastructure,11429,Urban,4,40,10-04-2017 14:54,01-02-2019 14:54,20279216.3,8659954.442,3181095.81,1959693.332,583687.4059,1334559.269,3396915.739,221,Windy,513,34194164.94,Large
Infrastructure,1749,Rural,3,12,18-04-2016 15:37,01-12-2016 15:37,1554620.754,646575.7572,616716.3553,79996.78554,65086.77628,55389.53678,139523.1474,245,Rain,750,51216636.85,Small
Educational,5671,Rural,4,15,30-11-2017 12:28,20-11-2018 12:28,12834435.39,7019674.427,1985849.546,985647.0201,430387.8908,901458.0726,1278064.354,276,Windy,259,22527798.14,Medium
Educational,17815,Urban,1,31,24-12-2024 10:11,09-09-2027 10:11,18906291.73,4233319.191,2925912.95,2347611.556,569121.966,1608965.031,1511501.633,195,Snow,909,45192336.24,Large
Educational,2805,Suburban,4,37,22-03-2017 22:51,19-12-2017 22:51,3242081.999,1547232.579,501704.8146,384282.3214,123468.562,117553.151,190546.8902,227,Storm,547,57701237.58,Small
Residential,18940,Suburban,3,5,01-06-2021 23:45,24-05-2024 23:45,25299332.74,14838134.54,6825376.625,2807877.446,1000591.178,1908699.625,4936967.191,277,Storm,657,87440490.04,Large
Infrastructure,4576,Suburban,5,27,25-11-2017 09:20,17-10-2018 09:20,2936385.527,1691270.329,1059067.448,327679.1028,108529.2758,189216.9806,559857.5257,268,Windy,66,34562288.88,Small
Industrial,8669,Rural,3,1,31-05-2015 00:40,04-12-2016 00:40,19438833.44,11340530.67,6695774.358,2141044.742,637962.2595,1697537.091,1401247.38,149,Storm,773,67624268.97,Medium
Residential,7819,Rural,2,14,03-06-2018 00:05,04-08-2019 00:05,10351353.24,4006214.426,3368229.377,641151.8046,296791.0301,527962.7882,1688255.34,139,Rain,51,13519150.24,Medium
Residential,15489,Suburban,4,25,11-12-2017 20:12,20-04-2020 20:12,36768319.93,8600009.733,5855573.919,5259337.833,1813479.087,2239123.731,3070960.624,70,Rain,278,87114686.21,Large
Educational,16568,Suburban,5,19,04-06-2022 20:07,31-01-2025 20:07,30195679.18,11678322.73,10622592.38,4394759.158,835686.1698,2684889.898,2826899.516,262,Snow,448,25902406.27,Large
Residential,3103,Suburban,5,19,13-10-2015 20:00,02-10-2016 20:00,2718337.306,1336112.867,536112.161,174020.782,61368.36263,236073.2958,144870.143,111,Windy,817,17221607.08,Small
Industrial,17778,Rural,5,12,17-10-2022 14:46,21-08-2025 14:46,8524924.941,3202408.859,3234654.321,1096979.8,189722.2826,305330.3114,435230.1948,87,Rain,738,68248663.08,Large
Educational,6091,Suburban,3,20,22-07-2019 03:20,21-10-2020 03:20,7326836.416,3316199.928,1616549.202,614941.2314,265642.9323,273674.9834,1213876.701,36,Windy,905,97116179.54,Medium
Commercial,14912,Suburban,5,31,30-11-2022 21:11,09-04-2025 21:11,32205281.08,15919895.28,7913221.104,4524705.317,1142776.176,1232587.368,1644163.191,68,Foggy,570,12681550.93,Large
Residential,4099,Rural,4,16,10-02-2022 02:05,18-11-2022 02:05,3683692.606,1525944.812,1187815.915,189758.3964,158304.9798,202718.444,188099.3767,153,Windy,308,9316251.188,Small
Industrial,18772,Rural,5,35,03-12-2015 09:35,29-09-2018 09:35,42753704.58,22983033.11,10860541.68,2548685.869,1964023.848,3568867.755,2316747.835,233,Storm,145,54736486.4,Large
Residential,7146,Urban,2,24,01-03-2015 00:04,25-05-2016 00:04,6173526.413,2478188.51,1106263.269,492768.1326,168213.6987,499779.0013,739576.2002,30,Rain,472,59071998.2,Medium
Residential,17076,Rural,5,12,18-03-2018 19:27,30-10-2020 19:27,41269499.22,15777828,6203943.632,4466396.276,342581.9827,3760203.08,4317406.498,144,Foggy,282,39295205.86,Large
Educational,14285,Suburban,2,23,30-07-2022 16:47,01-10-2024 16:47,16124130.24,8572996.862,5288273.016,1890945.947,186072.3415,1096656.57,1296588.221,154,Rain,306,40514559.58,Large
Commercial,2868,Suburban,5,22,20-09-2017 07:19,15-05-2018 07:19,2360204.795,583948.0789,828890.1099,304184.095,58826.27611,144348.7211,416765.5576,132,Storm,234,90004678.6,Small
Industrial,17226,Rural,2,30,07-04-2018 02:51,25-11-2020 02:51,15036983.04,4961548.812,2864448.297,1206051.111,123996.5384,1019351.497,2786778.848,276,Windy,682,72825315.67,Large
Educational,8609,Suburban,3,23,21-09-2018 21:12,10-02-2020 21:12,8754048.649,1803262.742,2158679.692,451180.5163,342285.1145,666858.2702,605378.8642,164,Snow,482,64940388.76,Medium
Educational,10560,Suburban,4,32,10-07-2018 19:36,27-12-2019 19:36,20045529.43,4121865.144,6667824.495,1661662.734,325097.761,1596858.751,3973689.61,84,Windy,61,52468987.65,Large
Educational,15234,Suburban,3,44,05-09-2021 05:48,14-01-2024 05:48,37859167.29,16775461.9,13106485.22,2004754.306,264469.7145,1335278.09,6638043.128,188,Storm,676,32124466.8,Large
Infrastructure,8009,Urban,2,23,09-12-2019 21:18,14-03-2021 21:18,10265818.98,2610912.22,2937998.916,740101.0993,360881.8049,692483.1934,1097928.951,143,Windy,334,37641837.95,Medium
Industrial,10115,Rural,5,10,10-02-2017 22:06,14-01-2019 22:06,12437519.22,4871294.707,4871161.474,1498839.157,103778.8926,752130.8744,2460544.82,203,Rain,768,56672050.63,Large
Commercial,7524,Urban,5,11,18-10-2021 04:10,02-02-2023 04:10,11459816.62,3018317.17,2619710.84,867197.2883,393865.7653,703966.7918,1635631.029,143,Windy,340,69422031.28,Medium
Educational,14912,Urban,1,18,01-07-2020 06:19,20-08-2022 06:19,17593714.54,7161781.622,6586603.721,945036.8719,465672.7896,1583895.963,1981643.062,111,Clear,198,40008561.39,Large
Industrial,11687,Rural,5,42,07-02-2021 02:51,27-11-2022 02:51,24491594.55,8464244.015,6417139.994,2863595.421,386241.4169,1773042.937,3648742.277,213,Storm,98,12368715.82,Large
Commercial,12042,Suburban,5,43,14-11-2017 18:01,14-11-2019 18:01,25237402.44,9666053.948,9067441.71,1820475.305,812350.0352,1915021.477,2228814.704,120,Rain,573,14293877.76,Large
Commercial,16181,Suburban,3,15,30-11-2023 19:49,09-07-2026 19:49,19927241.81,5578171.787,6764216.574,1128917.97,180686.2711,1910506.243,2608298.49,143,Snow,642,82611640.54,Large
Commercial,671,Urban,3,25,14-12-2017 23:21,12-04-2018 23:21,569653.2373,277945.4943,147607.7843,30587.40735,27884.03368,43945.39043,76461.2043,293,Storm,224,11090787.61,Small
Educational,13200,Urban,1,39,04-10-2020 08:30,14-09-2022 08:30,20145924.82,10685062.56,5670153.676,2745839.736,320292.1669,1434068.635,3507870.986,102,Storm,553,35583955.46,Large
Infrastructure,2483,Suburban,3,33,03-03-2020 22:46,05-12-2020 22:46,5417838.846,1523825.465,1293589.038,768909.2074,220867.5946,329855.8589,372142.0141,14,Foggy,918,7672500.832,Small
Commercial,6455,Suburban,4,7,13-10-2016 14:20,22-10-2017 14:20,10252398.02,3494847.364,2537930.3,1494181.662,247431.4353,851864.9765,1779299.441,11,Snow,62,49191715.14,Medium
Educational,4853,Rural,4,3,10-01-2021 08:20,23-01-2022 08:20,4684355.373,2311045.595,1519545.918,617956.3404,49870.17786,431914.6814,544738.1028,257,Rain,770,23900002.51,Small
Industrial,4484,Urban,3,29,18-06-2019 03:25,15-04-2020 03:25,6630401.892,1889316.709,1228264.843,919947.9364,113983.6805,496545.856,626011.5167,161,Foggy,108,82096992.33,Small
Infrastructure,19667,Rural,4,45,23-08-2020 00:52,24-10-2023 00:52,40716610.5,14090205.95,13631124.89,5568640.589,1932249.646,3007308.686,2773335.069,147,Storm,779,41291366.71,Large
Infrastructure,1818,Suburban,5,39,01-05-2017 07:00,05-12-2017 07:00,4341600.899,1319582.469,1313177.067,291772.9309,57707.82254,317134.1135,228269.7494,85,Rain,630,32054543.46,Small
Industrial,17002,Suburban,4,3,21-12-2020 02:52,11-08-2023 02:52,34588428.18,15506754.33,6971148.619,4488534.3,1265136.12,1596150.105,3063328.611,251,Storm,893,85370819.13,Large
Residential,14145,Suburban,3,22,23-01-2020 11:48,18-04-2022 11:48,30882675.96,17745808.23,6356723.755,2800213.436,209457.494,1217757.369,2044608.117,219,Storm,388,12504834.74,Large
Industrial,7989,Urban,4,50,06-07-2021 20:09,03-11-2022 20:09,17812209.41,8632229.982,5883275.238,1939011.399,877932.6763,1245063.35,1422626.844,20,Storm,514,74930744.68,Medium
Educational,19109,Suburban,4,7,16-09-2018 20:39,18-07-2021 20:39,8878756.755,2406024.644,3351807.038,580352.7979,381757.3314,377249.9237,1141473.008,41,Clear,548,3439259.002,Large
Industrial,19373,Rural,2,2,10-10-2016 03:44,31-08-2019 03:44,16457366.83,9588029.842,4372579.999,1149043.519,478493.0874,660162.173,976704.4629,99,Storm,720,15388546.52,Large
Educational,10315,Rural,2,25,17-04-2023 06:22,26-11-2024 06:22,12504576.8,6039373.428,4344682.845,1788877.86,308039.5743,1231042.546,2311535.646,133,Clear,174,67302123.93,Large
Infrastructure,14563,Rural,4,36,15-10-2019 07:35,23-02-2022 07:35,13647126.2,3774469.403,4701777.87,1441473.413,109761.6132,572785.0217,2674362.464,281,Foggy,323,12372308.4,Large
Industrial,16719,Urban,3,43,16-12-2021 19:01,15-07-2024 19:01,33763319.19,9322221.548,13427958.43,4248713.702,1594981.674,1483076.634,2232423.362,286,Snow,138,58673449.37,Large
Infrastructure,6684,Urban,1,25,04-07-2021 10:27,08-07-2022 10:27,16265602.17,8365457.799,2724005.275,2420745.384,109195.3652,522944.7523,2328378.059,269,Windy,345,30905864.21,Medium
Educational,4783,Urban,1,16,12-02-2015 20:54,20-01-2016 20:54,7055602.733,1722772.67,2028064.416,840733.9993,179198.3805,639681.0583,690096.1887,251,Foggy,844,88404479.43,Small
Educational,8376,Suburban,1,22,25-02-2016 02:55,02-06-2017 02:55,17337146.64,5992415.676,3685754.851,1883021.438,339115.6317,1077448.618,2736383.189,204,Snow,576,91156934.37,Medium
Residential,14839,Rural,1,7,14-10-2020 04:49,03-01-2023 04:49,24876360.38,5826824.925,5949562.757,1581406.434,499696.3448,2337985.085,2961526.298,167,Storm,738,86187729.3,Large
Commercial,3656,Suburban,1,25,05-02-2021 21:35,03-08-2021 21:35,4984356.055,1592509.288,1267301.381,342608.2554,162575.6255,260929.4832,636975.2077,231,Windy,107,45864589.63,Small
Industrial,19342,Rural,4,37,24-08-2020 02:10,13-08-2023 02:10,10042187.74,4981384.267,3321369.133,1212905.174,202859.9186,644451.8442,1915703.228,115,Rain,726,43079934.8,Large
Educational,2288,Urban,1,49,09-05-2019 12:24,22-09-2019 12:24,5147333.342,1454239.373,1704735.39,487241.844,225146.2349,255954.977,708969.5617,151,Foggy,260,90094186.07,Small
Residential,9762,Rural,5,2,06-09-2017 22:31,25-04-2019 22:31,12253662.99,3645320.842,4180503.706,724742.1944,557266.084,504402.8738,2239483.834,183,Storm,346,3862796.213,Medium
Industrial,17442,Rural,5,8,14-03-2023 10:20,31-10-2025 10:20,12761242.66,5706197.564,3625674.644,1705230.1,424072.87,1033999.384,816658.3475,124,Storm,78,96567591.35,Large
Infrastructure,3971,Rural,5,4,22-06-2017 18:28,30-03-2018 18:28,7974815.855,1848038.831,2148932.72,980361.1597,240652.1529,489591.8452,733494.5189,82,Storm,184,34965766.79,Small
Infrastructure,2142,Suburban,1,36,28-02-2024 21:30,07-08-2024 21:30,1924857.865,770092.8021,490322.9744,130085.425,86996.27518,162903.1218,152440.4758,67,Snow,742,1935824.524,Small
Industrial,11480,Suburban,2,3,09-11-2023 03:53,29-06-2025 03:53,11884683.73,4206984.977,4020557.203,632581.2618,167916.8648,541514.9543,1189187.87,188,Snow,133,95268827.27,Large
Educational,860,Rural,4,50,12-02-2016 17:34,16-08-2016 17:34,999796.3858,378137.9099,152241.8202,60803.70868,35343.77901,91105.65735,135893.6149,147,Storm,795,25133479.05,Small
Educational,14748,Urban,1,21,04-05-2019 22:44,22-08-2021 22:44,20253929.1,7238144.733,6863880.288,1218749.124,429604.1311,1258649.902,1948436.442,60,Windy,670,36057791.75,Large
Commercial,9509,Suburban,5,17,04-02-2015 18:45,06-08-2016 18:45,14073380.51,6963675.073,4927907.32,757139.2514,622318.1213,1211178.706,2427623.677,68,Snow,95,83564161.64,Medium
Commercial,8411,Suburban,1,5,16-02-2017 00:38,04-06-2018 00:38,9840535.461,5332852.728,3738310.654,1096272.235,459250.6396,962995.7236,1862709.089,109,Storm,515,14525153.33,Medium
Infrastructure,5889,Rural,5,4,13-04-2024 21:44,26-06-2025 21:44,8312299.602,2338398.189,1549813.674,524100.6815,415011.1704,719315.0445,649427.2972,171,Snow,663,33043183.13,Medium
Infrastructure,10517,Rural,1,21,29-10-2019 15:20,03-06-2021 15:20,12370821.52,3640918.824,4544068.664,1231140.135,254465.3907,742959.1538,886200.0459,191,Rain,731,41294328.39,Large
Residential,3846,Suburban,5,2,14-10-2019 11:15,14-09-2020 11:15,3011409.089,1801986.215,941676.9507,389918.9006,103620.0569,246901.0319,555903.1767,36,Windy,658,31906707.7,Small
Residential,2918,Rural,5,9,29-06-2022 00:25,22-03-2023 00:25,5932759.87,2049042.66,935234.3083,830717.3874,219111.5252,408612.7663,1043330.656,203,Storm,336,72366239.37,Small
Residential,19607,Suburban,5,40,12-10-2023 00:24,14-10-2026 00:24,45840020.13,26069085.67,12501194.17,2318165.365,1185577.216,4455004.46,5993111.994,264,Foggy,468,31445143.13,Large
Residential,5117,Urban,2,9,19-08-2017 01:54,09-07-2018 01:54,2864527.171,885692.4902,922243.8513,204356.5457,54632.29304,240636.9467,525001.8515,156,Storm,713,50387889.15,Medium
Infrastructure,7129,Rural,2,5,03-02-2020 23:32,16-04-2021 23:32,7650306.031,2398183.134,2492612.746,661031.381,99147.74757,641278.7139,462396.0761,149,Windy,506,89638003.99,Medium
Residential,6036,Urban,1,2,02-12-2019 04:52,27-11-2020 04:52,10050489.76,4208942.822,3959191.191,1057773.138,245352.5478,699553.7386,893362.0152,18,Clear,567,39518053.07,Medium
Educational,12031,Rural,5,23,13-03-2022 05:03,20-02-2024 05:03,29533516.54,15604306.54,5751142.906,3947402.622,222098.8886,2505636.559,2459101.164,135,Windy,325,69182881.75,Large
Infrastructure,6143,Suburban,1,21,21-07-2016 23:32,27-07-2017 23:32,8866343.808,3244780.892,1479498.313,1206127.692,229159.0065,270609.1472,1022084.42,121,Rain,243,49936451.53,Medium
Commercial,16155,Urban,4,48,29-04-2015 08:50,27-12-2017 08:50,23523473.59,10868938.97,7040117.626,1541099.143,930652.5944,1929779.633,1182957.152,48,Clear,928,66589603.1,Large
Infrastructure,16711,Suburban,5,40,21-08-2021 08:54,07-03-2024 08:54,20325645.66,9760522.776,3488880.103,1263264.299,855592.9923,1838418.802,3639776.229,236,Clear,189,73756307.64,Large
Industrial,15183,Urban,4,13,13-11-2015 23:42,04-02-2018 23:42,28738778.68,8928118.766,10178276.13,3782233.138,1087477.373,2863156.801,2102672.882,170,Clear,114,96844655.52,Large
Educational,17521,Rural,3,15,24-07-2017 07:37,27-04-2020 07:37,34864596.87,20661253.19,12114118.71,5091842.608,342389.5192,2016721.381,6102623.889,130,Clear,410,97671161.39,Large
Industrial,11869,Suburban,1,31,12-07-2021 10:34,19-06-2023 10:34,19652487.62,10770050.19,4135331.472,1929522.789,449664.2158,1835152.913,2889528.821,187,Windy,916,63609701.93,Large
Industrial,3067,Urban,5,43,21-10-2017 09:17,08-07-2018 09:17,3716982.923,1331297.491,653034.0209,264198.721,162859.0704,146581.807,724459.4077,219,Windy,361,14616877.69,Small
Educational,13133,Urban,2,29,21-01-2023 09:17,17-03-2025 09:17,6017037.577,2625614.459,1436521.312,430610.0835,213317.1726,433476.1511,672232.7693,270,Storm,650,70412099.49,Large
Residential,17302,Suburban,5,33,23-08-2019 12:05,25-04-2022 12:05,36885847.84,15243478.25,7736187.689,1922373.742,1459067.061,2732821.331,2215997.479,110,Rain,383,84891984.99,Large
